Index,EAN,Internal ID,Stock,Price
104,8.6313E+11,45,483,775
105,5.16467E+12,86,238,664
106,6.86187E+12,18,696,675
107,7.28745E+12,19,279,835
108,8.6055E+11,98,576,829
109,4.83372E+11,60,343,683
110,2.562E+12,93,680,601
111,6.53473E+12,68,821,217
112,9.47757E+12,46,941,259
113,1.17958E+12,77,679,653
114,4.76022E+12,81,216,693
115,2.2687E+12,76,718,479
116,6.54613E+12,14,12,591
117,3.17279E+12,7,900,428
118,6.30245E+12,36,483,133
119,7.83099E+12,45,586,843
120,4.10419E+12,92,925,199
121,5.67835E+12,38,604,997
122,7.23475E+12,4,705,742
123,9.72674E+12,28,318,224
124,7.05413E+12,63,862,711
125,9.08216E+11,92,397,910
126,4.93685E+12,6,956,941
127,7.67116E+12,26,502,268
128,7.08306E+12,3,301,218
129,1.41328E+12,56,200,533
130,3.87564E+12,94,461,757
131,4.79917E+12,7,240,492
132,1.23013E+12,48,404,255
133,1.65403E+12,3,950,400
134,6.66072E+12,17,10,870
135,1.90115E+12,73,511,792
136,5.76575E+12,70,179,178
137,1.36591E+12,54,865,455
138,3.66015E+12,31,509,110
139,2.13469E+12,54,432,132
140,7.67752E+12,28,914,638
141,7.34639E+12,80,793,805
142,4.96787E+12,28,926,731
143,2.3329E+12,1,697,330
144,9.57461E+12,28,90,51
145,5.64167E+12,67,458,278
146,7.53873E+12,84,952,27
147,9.04467E+12,93,686,95
148,2.0245E+11,17,394,935
149,5.02069E+12,36,81,216
150,9.03399E+12,51,485,655
151,2.84362E+12,52,171,775
152,3.44521E+12,99,135,916
153,7.55694E+12,82,661,294
154,9.61734E+12,70,548,833
155,7.17275E+12,30,156,171
156,7.25947E+12,63,549,352
157,9.16811E+12,79,12,50
158,2.31751E+12,39,489,683
159,5.58481E+12,64,630,462
160,9.85514E+12,86,690,59
161,8.35809E+12,52,781,850
162,8.3837E+12,70,668,215
163,7.11537E+12,97,990,571
164,8.98947E+12,1,194,195
165,9.87829E+12,78,281,399
166,9.42466E+12,78,868,620
167,5.07054E+12,66,972,340
168,4.79713E+12,41,563,536
169,2.13167E+12,35,347,983
170,7.79786E+12,10,779,29
171,3.35885E+11,71,89,540
172,3.07001E+12,73,176,751
173,4.65047E+12,32,765,107
174,1.15421E+12,36,835,693
175,1.96545E+11,56,613,432
176,9.86075E+12,69,720,692
177,7.59817E+12,66,104,723
178,4.05665E+12,93,401,990
179,4.71173E+12,75,283,910
180,1.06937E+12,84,218,793
181,1.34725E+12,17,471,415
182,3.58016E+11,59,100,886
183,7.63347E+12,70,80,746
184,4.49418E+12,60,20,766
185,7.77356E+12,15,353,252
186,1.90664E+12,7,986,621
187,5.47831E+12,63,874,383
188,5.2686E+12,79,248,981
189,6.99522E+12,88,539,677
190,6.63081E+12,83,420,571
191,4.2978E+12,22,510,473
192,4.30244E+12,98,88,362
193,9.07058E+11,14,601,726
194,9.41045E+12,52,118,192
195,6.93763E+12,80,754,81
196,7.22156E+12,10,48,955
197,7.04332E+12,70,692,123
198,2.17126E+12,45,78,348
199,3.70788E+12,96,504,980
200,4.74209E+12,59,38,586
201,3.19743E+12,37,536,63
202,9.98698E+12,32,242,350
203,5.86308E+12,60,818,47
204,1.99354E+11,7,764,435
205,6.84912E+12,61,506,135
206,4.21952E+12,74,2,556
207,9.43427E+12,47,434,791
208,9.12803E+12,24,335,50
209,3.22416E+12,7,137,842
210,3.40474E+12,40,84,169
211,7.81564E+12,30,546,962
212,4.54626E+12,2,44,615
213,2.59845E+12,78,495,682
214,1.75591E+12,64,300,46
215,5.19935E+11,47,264,801
216,9.99578E+12,91,770,496
217,1.66025E+12,73,402,240
218,8.71198E+12,13,676,965
219,6.49868E+12,22,458,704
220,9.29747E+12,92,511,428
221,2.75441E+12,5,675,769
222,8.61506E+12,72,440,635
223,7.42771E+12,62,931,953
224,2.04842E+12,14,584,66
225,2.43625E+12,96,447,612
226,3.28139E+11,59,82,322
227,7.24015E+12,78,141,793
228,5.41581E+12,89,276,45
229,3.45866E+12,90,640,215
230,3.78257E+12,21,951,60
231,1.54585E+12,21,251,153
232,7.53075E+12,43,155,444
233,9.63653E+12,88,227,523
234,6.21584E+12,82,770,417
235,3.32242E+11,90,825,615
236,1.74179E+11,96,925,119
237,8.19059E+11,67,275,284
238,6.51456E+12,85,280,593
239,5.67217E+12,17,490,525
240,8.64318E+12,84,985,767
241,2.57562E+12,94,929,530
242,8.24848E+11,91,954,237
243,2.59668E+12,10,16,310
244,3.53327E+12,75,751,628
245,3.65455E+12,33,209,822
246,1.99627E+12,78,757,142
247,4.98789E+12,67,649,366
248,2.31588E+12,61,429,888
249,6.71234E+11,13,205,139
250,6.92604E+12,99,637,12
251,7.70413E+11,55,625,968
252,3.8569E+12,40,829,988
253,1.60919E+12,18,385,742
254,6.04782E+12,53,620,447
255,8.1365E+12,18,740,873
256,2.80038E+12,56,536,524
257,7.29949E+12,86,177,479
258,2.37425E+12,92,607,990
259,8.03632E+12,29,106,141
260,5.02458E+12,4,728,849
261,3.22108E+12,70,346,860
262,4.68987E+12,2,343,648
263,6.43333E+12,56,152,433
264,7.54451E+12,97,346,505
265,1.35964E+12,25,845,951
266,6.49182E+12,40,319,651
267,1.94508E+12,20,199,724
268,8.91657E+12,98,774,727
269,2.75078E+12,28,417,252
270,2.78975E+12,7,474,458
271,8.75142E+12,54,293,434
272,2.14771E+12,66,248,809
273,5.35192E+12,32,269,714
274,9.22586E+12,41,461,225
275,3.97114E+11,11,384,242
276,2.73855E+12,99,66,189
277,8.83558E+12,86,439,797
278,1.0127E+12,74,472,959
279,9.49645E+12,48,581,787
280,2.44313E+12,86,674,151
281,5.6838E+12,73,439,130
282,1.95262E+12,29,402,983
283,8.9406E+12,27,632,866
284,9.9629E+11,22,756,344
285,2.29427E+12,15,236,444
286,3.61549E+12,99,575,739
287,5.44353E+12,68,998,904
288,6.2291E+12,66,727,190
289,3.40363E+12,57,39,301
290,6.08845E+12,23,932,109
291,9.95327E+12,58,922,551
292,63034091260,76,314,758
293,2.23096E+11,60,64,983
294,8.92594E+12,26,122,774
295,6.50402E+12,87,18,791
296,5.25924E+12,4,982,360
297,1.02714E+12,67,51,38
298,5.44829E+12,45,476,757
299,2.47648E+12,3,210,232
300,5.96312E+12,34,134,699
301,1.13906E+12,94,818,437
302,7.47216E+12,56,110,180
303,9.57038E+12,98,641,525
304,4.69138E+12,50,583,793
305,1.77934E+12,60,857,136
306,23589656505,96,737,914
307,5.41653E+12,27,729,668
308,5.93042E+12,15,899,297
309,4.81205E+12,39,753,690
310,2.99423E+12,80,443,243
311,5.59741E+12,84,813,953
312,7.02638E+12,53,288,20
313,5.34732E+12,3,17,978
314,3.38536E+12,35,130,555
315,9.92236E+12,41,52,658
316,3.74354E+12,16,416,175
317,6.54088E+12,82,90,686
318,9.04733E+12,37,75,335
319,7.22581E+12,75,529,881
320,4.55438E+12,98,322,184
321,5.81137E+12,77,10,138
322,4.10303E+12,88,794,70
323,7.04907E+12,14,3,228
324,8.11546E+12,13,987,595
325,8.10489E+12,44,355,104
326,7.12857E+12,66,880,908
327,9.40601E+12,99,7,680
328,6.66675E+12,91,57,135
329,5.50196E+12,30,43,183
330,6.67779E+12,31,542,164
331,3.46398E+12,46,96,789
332,2.05635E+12,4,978,89
333,6.19754E+12,66,911,245
334,3.53103E+12,74,934,719
335,8.94365E+12,82,426,67
336,4.96704E+12,75,94,436
337,5.18223E+12,58,380,149
338,5.34144E+12,99,390,438
339,3.45155E+12,55,320,375
340,4.81073E+12,33,71,333
341,9.64926E+12,31,54,929
342,7.64083E+12,50,71,604
343,6.82955E+12,62,415,270
344,4.82129E+12,80,641,279
345,16372005802,41,755,97
346,7.26907E+12,52,954,65
347,7.45546E+12,51,527,428
348,7.49871E+12,85,903,95
349,4.26282E+11,3,541,881
350,3.3705E+12,31,753,911
351,6.78554E+11,68,104,338
352,8.40143E+12,79,687,808
353,5.88699E+12,86,127,858
354,7.35458E+12,26,663,978
355,4.8307E+11,23,240,838
356,2.80788E+12,78,815,11
357,2.84614E+12,92,260,920
358,2.21811E+11,8,109,887
359,7.63956E+12,85,603,902
360,3.58994E+12,51,839,298
361,9.04534E+12,98,418,196
362,8.85688E+12,31,536,354
363,6.94991E+12,94,227,940
364,4.21202E+12,54,995,204
365,8.46221E+11,66,51,874
366,9.39074E+12,84,14,963
367,9.48369E+12,64,384,545
368,9.86469E+12,80,802,546
369,2.50001E+12,62,74,757
370,2.71431E+12,82,306,36
371,5.80086E+12,22,236,83
372,4.86224E+12,18,799,366
373,4.79302E+12,41,139,841
374,8.25278E+12,58,244,434
375,9.80341E+12,92,967,150
376,6.59693E+12,28,940,667
377,3.75079E+12,86,392,183
378,4.60327E+12,93,796,170
379,2.33663E+12,61,119,836
380,7.39646E+12,24,889,357
381,3.02343E+12,27,199,214
382,7.06939E+12,35,55,662
383,6.609E+12,15,155,84
384,2.75296E+12,36,403,42
385,6.807E+12,48,313,68
386,1.67746E+12,11,702,582
387,8.5661E+12,37,170,675
388,7.48419E+12,87,549,863
389,7.99583E+12,21,814,544
390,1.61231E+12,46,57,918
391,6.59191E+12,30,592,50
392,18347292033,11,906,892
393,8.95768E+12,46,908,404
394,5.73274E+12,16,128,311
395,6.43481E+12,24,923,367
396,8.58946E+12,60,692,896
397,6.35084E+11,75,119,186
398,5.18571E+12,5,578,415
399,5.94572E+12,53,192,115
400,8.81732E+12,72,19,79
401,6.73252E+12,66,147,83
402,6.90735E+12,26,705,428
403,7.00207E+12,47,468,848
404,2.13961E+12,32,123,198
405,8.0334E+12,90,567,772
406,4.88379E+11,65,878,474
407,3.33601E+12,73,147,516
408,2.87195E+12,51,373,977
409,4.18221E+12,15,451,515
410,8.71057E+12,16,52,61
411,3.89368E+12,33,449,423
412,2.8941E+12,27,209,269
413,6.59296E+12,40,125,192
414,4.33167E+12,32,275,619
415,5.22312E+12,48,600,514
416,6.11382E+12,50,637,396
417,1.10181E+12,69,619,138
418,6.5142E+12,85,877,123
419,9.83143E+11,41,888,370
420,1.52585E+12,69,912,25
421,9.88406E+12,17,587,82
422,6.26154E+12,37,86,878
423,5.09613E+12,87,884,334
424,5.33989E+12,24,222,645
425,4.78142E+12,47,58,432
426,7.09664E+12,61,202,96
427,6.3519E+12,10,380,144
428,9.391E+12,57,578,403
429,2.60191E+12,86,200,235
430,5.78027E+12,96,659,819
431,7.54237E+12,12,188,821
432,4.24659E+12,31,653,47
433,1.61078E+12,1,667,576
434,5.70903E+12,64,772,914
435,8.10649E+12,27,531,614
436,8.0056E+12,93,588,439
437,6.52716E+12,37,771,978
438,7.63694E+12,8,151,458
439,6.65205E+12,46,93,228
440,7.2887E+12,85,312,294
441,8.81407E+12,92,840,449
442,3.74355E+12,1,250,993
443,2.74784E+12,22,563,981
444,4.78957E+12,86,37,868
445,5.8678E+12,35,6,769
446,1.03866E+12,18,78,760
447,1.6418E+12,64,56,993
448,5.90989E+12,96,722,459
449,2.00787E+12,54,711,850
450,5.61331E+12,12,141,136
451,8.39634E+12,74,506,933
452,3.50993E+12,74,242,327
453,2.75705E+12,37,449,389
454,6.40581E+12,53,766,131
455,3.36004E+12,42,708,331
456,9.49016E+12,41,848,945
457,7.4996E+12,94,370,250
458,1.35497E+12,59,281,669
459,4.46678E+12,86,101,304
460,8.9783E+12,80,739,564
461,1.82139E+12,1,155,438
462,1.07747E+12,2,107,869
463,6.17883E+12,28,575,910
464,7.4495E+12,25,437,175
465,8.7379E+12,52,182,462
466,5.60412E+12,27,677,74
467,5.1681E+12,82,52,545
468,3.70708E+11,13,980,952
469,3.56495E+11,82,911,724
470,6.65903E+12,7,143,881
471,7.22859E+12,34,900,417
472,3.76118E+12,39,193,40
473,4.42884E+12,70,106,896
474,3.04354E+12,31,183,875
475,8.10459E+12,48,923,299
476,7.64305E+12,28,968,291
477,3.80822E+12,15,941,374
478,9.0583E+12,64,854,63
479,9.75815E+12,84,461,414
480,7.42937E+12,43,296,205
481,9.50302E+12,44,280,550
482,6.13706E+12,39,932,827
483,5.36224E+12,50,993,539
484,6.99781E+12,57,257,693
485,9.72199E+12,82,349,725
486,9.06991E+12,85,264,936
487,5.92358E+12,64,760,354
488,4.56619E+12,6,288,561
489,1.48683E+12,87,141,86
490,7.73298E+12,22,605,539
491,6.19981E+12,95,939,925
492,4.57796E+12,34,607,893
493,5.6506E+12,71,93,711
494,3.35041E+12,8,242,621
495,3.53153E+12,60,850,661
496,7.52167E+12,94,818,234
497,7.72404E+12,29,137,430
498,4.9354E+12,30,408,391
499,2.24265E+12,60,638,360
500,7.19987E+12,22,572,562
501,8.89721E+12,96,517,259
502,2.29471E+12,82,326,246
503,7.41445E+12,82,633,757
504,1.37506E+12,93,415,719
505,5.0525E+12,38,209,54
506,9.00925E+12,16,929,937
507,2.58758E+12,7,375,920
508,7.6876E+11,6,707,305
509,9.28173E+12,76,441,940
510,3.10189E+12,53,557,336
511,5.37245E+12,84,769,394
512,1.84825E+12,57,34,621
513,1.13674E+12,31,159,466
514,6.26527E+12,37,391,298
515,3.63451E+12,82,717,373
516,8.28885E+12,8,153,609
517,3.17238E+12,81,961,602
518,6.63749E+12,58,368,660
519,8.82721E+12,37,394,117
520,9.2633E+12,82,153,829
521,3.03706E+11,36,735,529
522,7.24314E+12,74,837,527
523,6.4547E+12,66,991,762
524,4.42101E+12,85,319,876
525,3.92915E+12,7,10,643
526,7.74772E+12,62,264,484
527,4.74383E+12,54,3,622
528,3.35598E+12,21,301,434
529,5.66739E+12,64,868,161
530,7.35807E+12,11,732,456
531,2.53731E+12,67,724,246
532,3.38145E+12,97,411,463
533,7.71412E+12,14,415,852
534,1.56095E+12,60,673,457
535,4.3095E+12,58,10,351
536,8.3286E+12,17,773,350
537,7.934E+12,85,794,777
538,6.83854E+12,24,179,349
539,8.20888E+12,33,917,911
540,7.23313E+12,16,57,794
541,1.9996E+12,62,670,478
542,6.14314E+12,25,884,211
543,5.67965E+12,56,638,659
544,7.58765E+12,48,248,244
545,7.45073E+11,54,985,957
546,7.93628E+12,99,300,39
547,2.17346E+12,32,437,422
548,1.41707E+12,61,954,134
549,1.25702E+12,78,881,641
550,5.17477E+12,50,424,398
551,5.24626E+12,54,137,997
552,7.33917E+12,1,600,170
553,4.80158E+12,77,691,722
554,9.69595E+12,51,559,664
555,7.56119E+12,83,519,927
556,5.22858E+12,41,641,368
557,7.94337E+11,46,56,500
558,1.43508E+12,98,628,697
559,8.86068E+12,23,393,988
560,1.92902E+12,24,206,691
561,2.328E+12,98,657,754
562,6.08243E+12,84,656,237
563,8.0928E+12,61,306,741
564,6.23088E+12,73,196,310
565,4.91797E+12,72,739,187
566,9.08544E+12,35,181,975
567,1.39281E+12,76,372,519
568,8.39139E+12,41,208,185
569,3.18605E+11,92,197,149
570,3.48367E+12,52,512,422
571,1.84926E+12,76,747,207
572,4.02046E+12,87,104,800
573,4.06111E+11,96,914,806
574,6.61638E+12,12,463,306
575,1.47509E+12,60,26,580
576,6.66291E+12,91,290,89
577,8.6693E+12,72,272,951
578,3.66377E+11,47,246,90
579,4.14893E+11,67,625,487
580,4.53093E+12,42,274,585
581,3.96556E+12,91,609,569
582,3.19233E+12,49,511,583
583,5.76103E+12,17,645,628
584,4.22511E+11,4,888,605
585,4.63091E+12,45,77,136
586,4.54882E+12,88,959,862
587,4.36939E+12,15,928,731
588,9.29661E+12,21,425,572
589,3.82484E+12,76,940,353
590,7.89659E+12,15,52,870
591,9.64739E+12,87,636,130
592,7.507E+12,81,135,482
593,9.58625E+12,19,438,874
594,8.3772E+12,43,916,669
595,8.34485E+12,16,882,662
596,5.10671E+12,72,37,180
597,8.22122E+12,84,783,627
598,1.23391E+12,39,61,565
599,1.79531E+12,31,682,795
600,8.62998E+12,33,731,614
601,4.87034E+12,82,351,452
602,2.75012E+12,42,331,184
603,7.29765E+11,42,752,56
604,3.55603E+12,87,438,815
605,9.35574E+12,32,872,517
606,7.75605E+12,54,167,552
607,4.9073E+12,44,916,76
608,5.98223E+12,30,982,874
609,6.60334E+12,50,895,756
610,2.69004E+12,49,551,837
611,5.20623E+12,12,545,34
612,7.26756E+12,32,579,111
613,3.48802E+12,36,631,744
614,1.86913E+12,34,994,974
615,7.94058E+12,71,735,365
616,55359435096,78,157,778
617,3.75569E+12,71,632,95
618,5.85597E+12,44,600,952
619,4.04023E+12,42,641,627
620,9.75031E+11,62,325,834
621,6.36432E+12,11,86,654
622,5.98832E+12,41,694,382
623,9.4781E+12,3,55,885
624,4.96749E+12,3,389,881
625,8.70767E+12,45,760,476
626,4.50967E+12,30,405,876
627,5.89924E+12,76,167,465
628,4.99364E+12,46,362,377
629,5.6331E+12,46,90,933
630,5.64427E+12,68,407,85
631,3.07992E+12,72,730,887
632,7.11209E+12,91,533,820
633,9.82261E+12,51,418,784
634,9.5513E+12,70,385,959
635,1.60268E+12,46,220,952
636,5.45813E+12,96,279,793
637,2.78402E+12,62,644,313
638,3.71538E+12,99,876,921
639,9.31545E+12,34,16,860
640,5.04352E+12,11,250,594
641,8.25063E+12,56,926,881
642,7.77276E+12,74,963,637
643,5.34154E+12,17,118,206
644,5.51904E+12,51,186,231
645,1.14102E+12,89,217,633
646,4.13384E+12,66,185,805
647,8.68068E+12,1,604,163
648,4.35438E+12,33,898,878
649,4.41736E+12,5,238,919
650,6.62226E+12,8,340,775
651,4.6484E+12,61,285,252
652,3.29894E+12,46,516,996
653,6.55664E+12,46,705,286
654,9.64046E+12,10,926,182
655,9.96269E+12,21,597,752
656,5.52095E+12,54,384,460
657,2.0291E+12,28,558,630
658,9.10405E+12,52,341,533
659,7.2759E+12,50,251,724
660,9.47314E+12,10,500,769
661,1.40185E+12,77,291,996
662,9.77028E+12,3,214,627
663,7.43346E+12,41,955,936
664,2.85031E+12,63,633,627
665,5.55046E+12,2,431,3
666,3.22205E+12,82,401,381
667,8.1307E+12,73,181,967
668,7.04024E+12,64,470,779
669,3.81284E+12,27,434,647
670,6.59829E+12,15,883,629
671,4.00219E+12,62,198,154
672,1.49865E+12,20,511,618
673,8.50174E+12,27,295,672
674,4.03437E+11,9,329,423
675,4.54525E+12,52,663,214
676,4.04376E+12,88,888,52
677,3.95814E+12,21,403,296
678,2.25847E+11,38,757,879
679,2.43499E+12,20,25,987
680,6.93047E+12,84,676,85
681,6.63861E+12,42,99,575
682,9.29259E+11,71,118,370
683,4.20222E+12,80,250,401
684,6.65747E+12,42,274,491
685,2.28551E+12,50,412,901
686,8.69376E+12,1,428,131
687,2.00817E+11,94,44,333
688,3.57804E+12,72,585,468
689,5.95804E+12,69,800,317
690,7.48099E+12,23,997,767
691,7.9977E+12,61,620,164
692,3.01743E+12,87,579,590
693,2.68628E+12,78,711,78
694,6.34802E+12,33,864,651
695,5.07363E+12,86,793,613
696,3.8173E+12,57,381,476
697,2.2667E+12,65,675,785
698,3.72324E+12,58,264,801
699,7.35305E+12,13,108,762
700,9.14676E+12,72,769,78
701,9.83324E+12,72,566,646
702,7.9654E+12,64,43,588
703,7.93783E+12,26,911,350
704,9.96901E+12,87,802,842
705,9.66265E+12,25,239,300
706,4.57813E+12,81,835,877
707,9.87347E+12,47,375,823
708,8.83079E+11,95,636,85
709,7.43165E+11,61,954,244
710,3.35803E+12,36,382,91
711,8.37125E+12,15,187,834
712,1.7155E+12,2,393,67
713,3.00463E+12,48,155,786
714,5.57497E+11,11,795,317
715,2.45001E+12,30,669,542
716,1.84397E+12,83,286,117
717,7.70323E+12,8,801,95
718,2.22463E+11,31,16,36
719,2.12063E+12,73,258,682
720,3.94244E+12,63,680,767
721,8.59504E+12,2,632,322
722,7.33826E+12,96,950,33
723,4.45029E+12,39,669,615
724,9.08576E+12,22,807,310
725,3.78202E+12,59,239,871
726,2.65924E+12,15,712,392
727,1.56211E+11,13,161,752
728,8.12335E+12,31,15,278
729,4.83506E+12,56,919,370
730,7.01954E+12,95,184,526
731,6.60786E+12,49,603,472
732,9.48644E+12,59,126,350
733,6.99152E+12,71,162,546
734,2.3342E+12,85,390,588
735,8.06846E+12,45,842,338
736,3.73095E+12,1,780,283
737,9.95128E+12,89,687,99
738,1.16791E+12,99,64,159
739,3.74987E+12,28,103,335
740,6.29053E+12,47,229,209
741,9.18119E+12,60,46,974
742,7.71773E+12,43,512,386
743,3.09746E+12,78,764,798
744,4.85315E+12,47,287,129
745,6.00622E+12,93,668,292
746,3.98906E+11,41,305,20
747,3.83665E+12,77,775,594
748,9.42655E+12,39,818,587
749,5.1278E+12,96,263,609
750,8.20811E+12,35,437,275
751,4.96454E+12,12,88,14
752,5.50947E+12,94,153,394
753,5.17857E+11,89,419,299
754,8.28405E+12,81,98,193
755,5.51492E+12,87,339,39
756,4.91536E+12,51,26,746
757,7.04598E+12,94,888,845
758,1.05691E+12,52,837,90
759,9.06196E+12,17,334,206
760,8.45065E+12,31,171,108
761,3.9921E+12,38,160,318
762,6.04929E+12,5,126,153
763,8.9998E+11,74,196,437
764,2.16435E+11,92,127,187
765,4.72399E+12,88,921,514
766,9.10189E+12,27,189,571
767,6.09311E+12,43,316,417
768,5.74706E+12,77,843,58
769,5.31855E+12,19,588,456
770,5.93952E+12,5,384,625
771,9.92826E+12,81,26,380
772,8.65822E+12,29,843,792
773,65908303561,50,273,773
774,1.49005E+12,42,426,933
775,3.71271E+12,39,616,971
776,1.36669E+12,78,610,293
777,3.98639E+11,10,912,94
778,4.92316E+12,70,662,137
779,2.99042E+12,25,346,876
780,5.2086E+12,64,223,788
781,2.33998E+12,23,526,911
782,3.69299E+12,97,626,936
783,8.40754E+12,43,776,342
784,9.66855E+12,78,607,813
785,3.22058E+12,29,404,403
786,2.84284E+12,96,740,594
787,7.17886E+12,23,806,398
788,6.6095E+12,38,84,9
789,9.02627E+12,33,197,604
790,3.15506E+12,72,63,15
791,9.09003E+12,51,650,421
792,1.55375E+12,88,62,982
793,9.67793E+12,65,241,926
794,8.3992E+12,18,643,455
795,3.14268E+12,74,128,385
796,9.73839E+12,49,415,504
797,7.6E+12,94,737,83
798,6.5081E+12,58,398,564
799,9.9669E+12,58,870,221
800,7.6235E+12,63,753,74
801,5.19863E+12,77,855,983
802,7.48446E+12,36,466,742
803,9.69267E+12,99,150,231
804,5.46105E+12,92,331,265
805,2.35475E+12,82,238,841
806,4.31555E+12,59,506,496
807,6.67387E+12,36,244,752
808,5.92681E+12,12,996,901
809,5.23591E+12,66,239,188
810,2.68107E+12,54,788,671
811,2.10698E+12,63,655,296
812,1.57022E+12,80,654,264
813,9.40852E+12,81,172,529
814,4.33145E+12,63,966,474
815,4.81797E+12,75,444,564
816,9.6376E+12,79,689,394
817,2.76742E+11,66,921,988
818,5.02902E+12,53,749,749
819,8.16367E+12,58,199,833
820,8.28072E+12,68,579,531
821,3.7413E+12,43,826,594
822,3.59236E+12,76,470,728
823,7.21603E+12,18,933,330
824,2.14534E+12,16,316,958
825,5.38297E+12,43,221,517
826,6.38945E+12,27,648,510
827,1.58377E+12,18,836,562
828,5.63588E+12,49,195,433
829,3.70593E+12,20,231,866
830,7.70748E+12,59,16,292
831,6.51985E+12,61,327,242
832,1.59223E+12,66,613,197
833,3.90555E+12,85,214,598
834,3.85849E+12,52,80,513
835,1.00939E+12,65,533,912
836,3.36618E+12,96,792,478
837,1.73535E+12,42,371,883
838,4.66278E+12,84,561,474
839,6.21905E+12,93,408,27
840,8.81623E+12,84,798,430
841,7.24872E+12,12,679,236
842,5.6419E+12,71,529,946
843,7.37976E+12,4,332,544
844,7.82836E+12,51,125,492
845,3.27092E+12,46,130,689
846,8.18182E+12,96,241,380
847,4.10016E+12,21,436,646
848,5.82392E+12,63,595,688
849,6.06216E+12,40,607,539
850,9.0724E+12,70,817,998
851,3.55646E+12,92,136,434
852,1.20144E+12,25,101,608
853,7.62389E+12,27,830,138
854,3.61545E+12,90,982,825
855,6.74091E+12,84,888,590
856,2.55791E+12,62,433,202
857,5.06514E+12,80,692,639
858,8.23152E+12,6,305,188
859,5.80508E+12,12,38,437
860,9.1012E+12,90,983,70
861,6.07499E+12,95,79,386
862,5.86386E+12,47,204,709
863,6.85204E+12,76,879,539
864,2.409E+12,64,435,728
865,1.87346E+12,98,86,437
866,7.53657E+12,55,240,778
867,8.78763E+12,96,678,6
868,9.99388E+12,48,452,799
869,1.41169E+12,53,926,277
870,2.66299E+12,51,347,157
871,1.54817E+12,47,653,861
872,3.08224E+12,9,304,466
873,6.04977E+12,51,973,803
874,2.40143E+12,4,773,926
